[2024-10-09 21:35:20] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-10-09 21:35:20] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, create_zip_archive, wrapup
[2024-10-09 21:35:20] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-10-09 21:35:21] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-10-09 21:35:21] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-10-09 21:35:21] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-10-09 21:35:21] [class-ss-setup-task.php:33] Creating archive directory: C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720\
[2024-10-09 21:35:21] [class-ss-setup-task.php:72] Adding origin URL to queue: http://billytheplumber.local/
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:103] Filesize: 568 bytes
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-hang.min.css
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f72055e07-IbP2Az.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-hang.min.css
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:35:28] [class-ss-page.php:119] Checking Content Identical:825625676d3daa8eb845fd217b99e76bb2c0d6b0===. Value: FALSE
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pop.css
[2024-10-09 21:35:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:15; Total: 573
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f7205ce5f-KPUVWO.tmp
[2024-10-09 21:35:28] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pop.css?simply_static_page=1712
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pop.css?simply_static_page=1712
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:103] Filesize: 310 bytes
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pop.css
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f7205ce5f-KPUVWO.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pop.css
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:35:28] [class-ss-page.php:119] Checking Content Identical:190bc2b9f9477d2456cb09e5d59aecadf35fef78===. Value: FALSE
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pop.min.css
[2024-10-09 21:35:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:14; Total: 573
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f720645d8-cqtoiF.tmp
[2024-10-09 21:35:28] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pop.min.css?simply_static_page=1713
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pop.min.css?simply_static_page=1713
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:103] Filesize: 278 bytes
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pop.min.css
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f720645d8-cqtoiF.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pop.min.css
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:35:28] [class-ss-page.php:119] Checking Content Identical:26282eb881da456455354dcfae2a0226012c68c6===. Value: FALSE
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-grow.css
[2024-10-09 21:35:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:13; Total: 573
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f7206c1b1-2XMgHL.tmp
[2024-10-09 21:35:28] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-grow.css?simply_static_page=1714
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-grow.css?simply_static_page=1714
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:103] Filesize: 384 bytes
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-grow.css
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f7206c1b1-2XMgHL.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-grow.css
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:35:28] [class-ss-page.php:119] Checking Content Identical:017ac17dd81532a7fe73e695e0b2dd4850cf1bd0===. Value: FALSE
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-grow.min.css
[2024-10-09 21:35:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:12; Total: 573
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f72073d7a-vc4mve.tmp
[2024-10-09 21:35:28] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-grow.min.css?simply_static_page=1715
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-grow.min.css?simply_static_page=1715
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:103] Filesize: 349 bytes
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-grow.min.css
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f72073d7a-vc4mve.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-grow.min.css
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:35:28] [class-ss-page.php:119] Checking Content Identical:b33f41ce8735f667a40fa2d81c50a2bb10054b65===. Value: FALSE
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-shrink.css
[2024-10-09 21:35:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:11; Total: 573
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f7207b405-PSq4uA.tmp
[2024-10-09 21:35:28] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-shrink.css?simply_static_page=1716
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-shrink.css?simply_static_page=1716
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:103] Filesize: 394 bytes
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-shrink.css
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f7207b405-PSq4uA.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-shrink.css
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:35:28] [class-ss-page.php:119] Checking Content Identical:f9eb21dfbc669632c37d1666a24f03f99af2d1a5===. Value: FALSE
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-shrink.min.css
[2024-10-09 21:35:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:10; Total: 573
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f72082941-wRtPCE.tmp
[2024-10-09 21:35:28] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-shrink.min.css?simply_static_page=1717
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-shrink.min.css?simply_static_page=1717
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:103] Filesize: 358 bytes
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-shrink.min.css
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f72082941-wRtPCE.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-shrink.min.css
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:35:28] [class-ss-page.php:119] Checking Content Identical:2f497c34ef82731df3cd8e9f4ad97046faa4e881===. Value: FALSE
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse.css
[2024-10-09 21:35:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:9; Total: 573
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f7208a073-ROlK7z.tmp
[2024-10-09 21:35:28] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse.css?simply_static_page=1718
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse.css?simply_static_page=1718
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:103] Filesize: 360 bytes
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse.css
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f7208a073-ROlK7z.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse.css
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:35:28] [class-ss-page.php:119] Checking Content Identical:84088f6762bfecd307665a6f1247c93308fbba56===. Value: FALSE
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse.min.css
[2024-10-09 21:35:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:8; Total: 573
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f72091ac4-yehW3O.tmp
[2024-10-09 21:35:28] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse.min.css?simply_static_page=1719
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse.min.css?simply_static_page=1719
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:103] Filesize: 318 bytes
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse.min.css
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f72091ac4-yehW3O.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse.min.css
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:35:28] [class-ss-page.php:119] Checking Content Identical:f542c08918c035480e8de6785ec9d32336c23313===. Value: FALSE
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-push.css
[2024-10-09 21:35:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:7; Total: 573
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f720990ef-MAHtAt.tmp
[2024-10-09 21:35:28] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-push.css?simply_static_page=1720
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-push.css?simply_static_page=1720
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:103] Filesize: 349 bytes
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-push.css
